accident_reference,date_of_collision,time_of_collision,collision_severity,easting,northing,first_road_class,second_road_class,division,local_authority,cycle_involved
1387903,13-Dec-23,4:30:00 PM,Serious,323414,718295,A,Unclass,Fife,Fife,Involving at least 1 x Pedal Cycle
1387916,11-Dec-23,8:30:00 AM,Slight,322924,675725,A,A,Edinburgh,City of Edinburgh,
1387923,13-Dec-23,5:03:00 PM,Serious,260542,668031,B,Unclass,Greater Glasgow,Glasgow City,
1387942,13-Dec-23,4:25:00 PM,Serious,269015,661594,B,A,Lanarkshire,North Lanarkshire,
1387946,13-Dec-23,4:24:00 PM,Serious,255911,663638,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1387967,11-Dec-23,8:44:00 PM,Serious,145095,936992,B,Unclass,Highland and Islands,Eilean Siar,
1387996,22-Nov-23,5:49:00 PM,Serious,259790,663913,A,Unclass,Greater Glasgow,Glasgow City,
1388111,14-Dec-23,9:05:00 AM,Slight,261003,663640,A,#NULL!,Greater Glasgow,Glasgow City,
1388174,11-Dec-23,11:00:00 AM,Serious,325509,674194,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1388175,02-Dec-23,8:15:00 PM,Slight,289968,680334,Unclassified,Unclass,Forth Valley,Falkirk,
1388198,14-Dec-23,8:45:00 AM,Slight,276104,659334,B,Unclass,Lanarkshire,North Lanarkshire,
1388290,23-Nov-23,9:13:00 AM,Slight,247379,546420,B,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1388345,13-Dec-23,4:50:00 PM,Slight,341250,731789,A,Unclass,Tayside,Dundee City,
1388353,14-Dec-23,10:00:00 AM,Fatal,219672,593293,A,#NULL!,Ayrshire,South Ayrshire,
1388365,13-Dec-23,5:10:00 PM,Slight,236758,628465,A,#NULL!,Ayrshire,South Ayrshire,
1388373,14-Dec-23,5:00:00 PM,Serious,256173,661279,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1388395,06-Dec-23,3:19:00 PM,Slight,279933,690987,Unclassified,Unclass,Forth Valley,Stirling,
1388401,14-Dec-23,5:00:00 PM,Slight,258775,664888,A,A,Greater Glasgow,Glasgow City,
1388416,14-Dec-23,5:24:00 PM,Serious,342229,732889,Unclassified,Unclass,Tayside,Dundee City,
1388422,14-Dec-23,6:00:00 PM,Serious,334275,670653,A,#NULL!,The Lothians and Scottish Borders,East Lothian,
1388456,14-Dec-23,10:22:00 AM,Serious,185909,730011,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1388521,11-Dec-23,3:00:00 PM,Slight,245340,663790,A,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
1388626,15-Dec-23,9:30:00 AM,Slight,259245,666431,MOTORWAY,A,Greater Glasgow,Glasgow City,
1388641,15-Dec-23,10:00:00 AM,Slight,257933,667038,Unclassified,Unclass,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
1388650,15-Dec-23,11:10:00 AM,Slight,233645,615556,A,#NULL!,Ayrshire,South Ayrshire,
1388704,05-Dec-23,10:00:00 AM,Slight,244002,636518,A,A,Ayrshire,East Ayrshire,
1388748,15-Dec-23,4:00:00 PM,Slight,337490,663151,B,#NULL!,The Lothians and Scottish Borders,Midlothian,
1388764,10-Dec-23,11:45:00 AM,Slight,334114,667615,A,A,The Lothians and Scottish Borders,Midlothian,Involving at least 1 x Pedal Cycle
1388768,15-Dec-23,4:20:00 PM,Slight,338904,730719,A,#NULL!,Tayside,Dundee City,
1388773,15-Dec-23,5:50:00 PM,Slight,341392,732176,A,#NULL!,Tayside,Dundee City,
1388774,15-Dec-23,2:47:00 PM,Slight,278497,679322,A,Unclass,Forth Valley,Falkirk,
1388804,15-Dec-23,5:20:00 PM,Serious,325607,674281,Unclassified,#NULL!,Edinburgh,City of Edinburgh,
1388810,15-Dec-23,4:39:00 PM,Slight,364579,741121,Unclassified,#NULL!,Tayside,Angus,
1388818,15-Dec-23,6:55:00 PM,Serious,242697,556809,A,B,Dumfries and Galloway,Dumfries & Galloway,
1388831,15-Dec-23,7:05:00 PM,Slight,304831,666269,Unclassified,Unclass,The Lothians and Scottish Borders,West Lothian,
1388842,15-Dec-23,4:40:00 PM,Serious,292559,855463,A,B,Highland and Islands,Highland,
1388843,15-Dec-23,4:40:00 PM,Fatal,335619,670595,A,#NULL!,The Lothians and Scottish Borders,East Lothian,
1388848,15-Dec-23,8:00:00 PM,Slight,239069,564240,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1388881,16-Dec-23,12:30:00 AM,Slight,256222,658746,Unclassified,A,Greater Glasgow,East Renfrewshire,
1388915,04-Sep-23,3:30:00 PM,Slight,329200,695248,A,A,Fife,Fife,
1388955,12-Dec-23,9:50:00 AM,Slight,324917,672682,A,#NULL!,Edinburgh,City of Edinburgh,
1389025,10-Dec-23,5:38:00 AM,Slight,300317,667504,A,A,The Lothians and Scottish Borders,West Lothian,
1389039,16-Dec-23,8:29:00 AM,Fatal,338753,756387,B,#NULL!,Tayside,Angus,
1389057,16-Dec-23,8:59:00 AM,Fatal,395972,660275,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1389082,23-Jun-23,2:20:00 PM,Slight,130843,842338,A,#NULL!,Highland and Islands,Highland,
1389128,16-Dec-23,2:30:00 PM,Slight,255489,664182,MOTORWAY,#NULL!,Greater Glasgow,Glasgow City,
1389148,16-Dec-23,3:50:00 PM,Serious,239050,680210,B,Unclass,Argyll and West Dunbartonshire,West Dunbartonshire,
1389150,15-Dec-23,6:36:00 AM,Serious,313176,696848,MOTORWAY,#NULL!,Tayside,Perth & Kinross,
1389162,16-Dec-23,4:25:00 PM,Slight,286174,680455,Unclassified,Unclass,Forth Valley,Falkirk,
1389181,16-Dec-23,5:54:00 PM,Serious,292420,680779,Unclassified,#NULL!,Forth Valley,Falkirk,
1389190,15-Dec-23,7:00:00 PM,Slight,252408,669674,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1389199,24-Nov-23,6:59:00 AM,Serious,256152,853790,A,B,Highland and Islands,Highland,
1389214,16-Dec-23,8:52:00 PM,Serious,326240,672796,A,#NULL!,Edinburgh,City of Edinburgh,
1389244,16-Dec-23,2:04:00 AM,Serious,393165,805783,Unclassified,#NULL!,North East,Aberdeen City,
1389270,17-Dec-23,9:45:00 AM,Slight,277190,648513,MOTORWAY,#NULL!,Lanarkshire,South Lanarkshire,
1389276,14-Dec-23,10:00:00 PM,Slight,311420,677835,A,Motorway,Edinburgh,City of Edinburgh,
1389281,22-Nov-23,2:00:00 PM,Slight,312332,680882,MOTORWAY,#NULL!,Fife,Fife,
1389296,17-Dec-23,11:50:00 AM,Slight,321984,674886,Unclassified,A,Edinburgh,City of Edinburgh,
1389309,17-Dec-23,10:01:00 AM,Slight,270266,654765,Unclassified,Unclass,Lanarkshire,South Lanarkshire,
1389324,26-Jun-23,7:37:00 AM,Slight,349988,679050,B,#NULL!,The Lothians and Scottish Borders,East Lothian,
1389334,15-Dec-23,6:45:00 PM,Slight,275558,656664,Unclassified,A,Lanarkshire,North Lanarkshire,
1389342,17-Dec-23,2:32:00 PM,Serious,384930,811389,A,#NULL!,North East,Aberdeen City,
1389371,17-Nov-23,7:28:00 PM,Serious,291508,679893,A,A,Forth Valley,Falkirk,
1389389,16-Dec-23,5:25:00 PM,Slight,351842,738336,Unclassified,#NULL!,Tayside,Angus,
1389390,14-Dec-23,6:15:00 PM,Serious,275246,673152,Unclassified,Unclass,Lanarkshire,North Lanarkshire,
1389399,17-Dec-23,4:27:00 PM,Serious,329451,694200,B,#NULL!,Fife,Fife,
1389415,16-Dec-23,9:58:00 PM,Slight,296283,666536,A,A,The Lothians and Scottish Borders,West Lothian,
1389418,17-Dec-23,5:19:00 PM,Slight,255351,664697,C,#NULL!,Greater Glasgow,Glasgow City,
1389421,05-Dec-23,1:00:00 PM,Serious,210772,544430,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1389435,17-Dec-23,7:08:00 PM,Serious,336619,732107,Unclassified,#NULL!,Tayside,Dundee City,
1389442,08-May-23,10:00:00 AM,Slight,328095,706875,B,#NULL!,Fife,Fife,
1389445,06-Nov-23,6:55:00 AM,Slight,257233,662058,A,Unclass,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
1389448,17-Dec-23,9:45:00 PM,Serious,214251,687604,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1389455,17-Dec-23,12:15:00 AM,Slight,371521,758658,A,A,Tayside,Angus,
1389483,12-Dec-23,12:00:00 PM,Slight,304653,667467,Unclassified,Unclass,The Lothians and Scottish Borders,West Lothian,
1389510,17-Dec-23,11:00:00 AM,Slight,351392,634427,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1389525,13-Dec-23,2:10:00 PM,Slight,334030,664765,B,Unclass,The Lothians and Scottish Borders,Midlothian,
1389550,15-Dec-23,4:30:00 PM,Slight,255071,665741,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1389588,18-Dec-23,8:45:00 AM,Slight,236317,646570,A,B,Ayrshire,North Ayrshire,
1389592,18-Dec-23,8:30:00 AM,Slight,258767,660739,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1389599,18-Dec-23,9:00:00 AM,Fatal,315174,671598,MOTORWAY,#NULL!,Edinburgh,City of Edinburgh,
1389600,18-Dec-23,6:45:00 AM,Slight,250335,824646,A,#NULL!,Highland and Islands,Highland,
1389629,18-Dec-23,7:23:00 AM,Slight,363661,677406,A,#NULL!,The Lothians and Scottish Borders,East Lothian,
1389668,18-Dec-23,7:48:00 AM,Slight,249911,669827,A,Unclass,Argyll and West Dunbartonshire,West Dunbartonshire,
1389721,18-Dec-23,9:52:00 AM,Slight,331192,672899,A,A,Edinburgh,City of Edinburgh,
1389762,15-Dec-23,12:30:00 PM,Serious,439238,1114925,A,#NULL!,Highland and Islands,Shetland Islands,Involving at least 1 x Pedal Cycle
1389824,18-Dec-23,9:45:00 AM,Serious,213561,709642,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1389831,18-Dec-23,2:30:00 PM,Serious,358960,647734,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1389860,18-Dec-23,3:45:00 PM,Slight,254322,663600,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1389889,18-Dec-23,5:55:00 PM,Serious,370874,770218,A,A,North East,Aberdeenshire,
1389892,16-Dec-23,6:30:00 PM,Slight,239466,666301,B,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
1389917,14-Dec-23,5:00:00 PM,Serious,299763,577184,A,A,Dumfries and Galloway,Dumfries & Galloway,
1389924,17-Dec-23,4:37:00 PM,Slight,354227,682309,B,Unclass,The Lothians and Scottish Borders,East Lothian,
1389932,18-Dec-23,5:20:00 PM,Slight,334793,697980,A,#NULL!,Fife,Fife,
1389947,18-Dec-23,9:45:00 PM,Serious,275166,654184,MOTORWAY,#NULL!,Lanarkshire,South Lanarkshire,
1389949,13-Dec-23,11:15:00 PM,Slight,351064,748856,Unclassified,#NULL!,Tayside,Angus,
1390069,16-Dec-23,2:10:00 PM,Serious,268260,659996,B,#NULL!,Lanarkshire,South Lanarkshire,
1390135,19-Dec-23,7:30:00 AM,Serious,313386,684324,B,B,Fife,Fife,
1390157,19-Dec-23,10:35:00 AM,Serious,240096,653577,B,#NULL!,Ayrshire,North Ayrshire,
1390161,19-Dec-23,11:20:00 AM,Serious,244085,664729,Unclassified,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
1390166,19-Dec-23,10:25:00 AM,Serious,272430,871910,A,#NULL!,Highland and Islands,Highland,
1390181,19-Dec-23,8:30:00 AM,Serious,356256,742164,B,#NULL!,Tayside,Angus,
1390210,17-Dec-23,1:27:00 PM,Slight,329345,671608,A,Unclass,Edinburgh,City of Edinburgh,
1390218,19-Dec-23,6:55:00 AM,Fatal,327229,665290,A,#NULL!,The Lothians and Scottish Borders,Midlothian,
1390228,19-Dec-23,1:35:00 PM,Serious,255677,660636,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1390240,19-Dec-23,1:58:00 PM,Slight,312579,688436,A,A,Fife,Fife,
1390281,18-Dec-23,9:30:00 AM,Fatal,241059,634175,B,#NULL!,Ayrshire,East Ayrshire,
1390287,17-Dec-23,2:00:00 PM,Slight,256393,659372,Unclassified,Unclass,Greater Glasgow,East Renfrewshire,
1390313,25-Nov-23,12:30:00 PM,Slight,262403,664897,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1390369,20-Dec-23,1:20:00 AM,Serious,439521,1117102,A,#NULL!,Highland and Islands,Shetland Islands,
1390476,15-Dec-23,8:50:00 AM,Slight,250391,658092,Unclassified,#NULL!,Greater Glasgow,East Renfrewshire,
1390567,07-Dec-23,4:50:00 PM,Slight,277961,665606,A,Unclass,Lanarkshire,North Lanarkshire,
1390669,12-Aug-23,4:00:00 PM,Slight,257934,667040,Unclassified,Unclass,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
1390707,20-Dec-23,11:34:00 AM,Slight,354590,810809,Unclassified,Unclass,North East,Aberdeenshire,
1390719,20-Dec-23,2:00:00 PM,Slight,262993,666114,A,Unclass,Greater Glasgow,Glasgow City,
1390724,20-Dec-23,10:40:00 AM,Slight,321712,862878,Unclassified,Unclass,North East,Moray,Involving at least 1 x Pedal Cycle
1390729,20-Dec-23,2:26:00 PM,Slight,289287,664441,MOTORWAY,#NULL!,Lanarkshire,North Lanarkshire,
1390747,20-Dec-23,1:00:00 PM,Slight,92089,881692,Unclassified,Unclass,Highland and Islands,Eilean Siar,
1390757,19-Dec-23,5:56:00 PM,Fatal,269326,657393,A,#NULL!,Lanarkshire,South Lanarkshire,
1390783,18-Dec-23,4:10:00 PM,Serious,224091,690688,B,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1390794,20-Dec-23,5:04:00 PM,Fatal,294793,693503,A,#NULL!,Forth Valley,Clackmannanshire,
1390804,20-Dec-23,4:05:00 PM,Serious,256050,853826,B,A,Highland and Islands,Highland,
1390811,20-Dec-23,3:10:00 PM,Slight,281737,677399,Unclassified,#NULL!,Forth Valley,Falkirk,
1390833,20-Dec-23,10:40:00 PM,Fatal,233331,651719,A,#NULL!,Ayrshire,North Ayrshire,
1390843,20-Dec-23,10:05:00 PM,Serious,278783,678118,MOTORWAY,#NULL!,Lanarkshire,North Lanarkshire,
1390846,20-Dec-23,10:35:00 PM,Fatal,316542,691695,A,#NULL!,Fife,Fife,
1390874,10-Dec-23,12:40:00 PM,Slight,271742,671663,Unclassified,#NULL!,Lanarkshire,North Lanarkshire,
1390956,21-Dec-23,8:30:00 AM,Slight,220955,659214,Unclassified,Unclass,Ayrshire,North Ayrshire,
1390958,28-Jun-23,1:21:00 PM,Slight,300791,576005,A,Unclass,Dumfries and Galloway,Dumfries & Galloway,
1391145,19-Dec-23,11:30:00 AM,Slight,329722,666094,A,Unclass,The Lothians and Scottish Borders,Midlothian,
1391175,21-Dec-23,5:00:00 PM,Slight,256622,668931,A,Unclass,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
1391176,21-Dec-23,5:15:00 PM,Serious,393774,807010,A,A,North East,Aberdeen City,
1391192,21-Dec-23,8:27:00 PM,Slight,287626,764563,A,#NULL!,Tayside,Perth & Kinross,
1391201,20-Dec-23,4:30:00 PM,Slight,269360,664044,MOTORWAY,A,Greater Glasgow,Glasgow City,
1391381,22-Dec-23,8:10:00 AM,Serious,276104,650743,Unclassified,#NULL!,Lanarkshire,South Lanarkshire,
1391411,22-Dec-23,11:12:00 AM,Slight,318664,672797,A,Unclass,Edinburgh,City of Edinburgh,
1391431,22-Dec-23,10:26:00 AM,Slight,261031,670153,Unclassified,#NULL!,Greater Glasgow,East Dunbartonshire,Involving at least 1 x Pedal Cycle
1391441,20-Dec-23,4:05:00 PM,Slight,252692,656617,Unclassified,Unclass,Greater Glasgow,East Renfrewshire,
1391467,22-Dec-23,11:22:00 AM,Serious,279708,693443,Unclassified,#NULL!,Forth Valley,Stirling,
1391473,21-Dec-23,5:15:00 PM,Slight,279823,693335,Unclassified,B,Forth Valley,Stirling,
1391489,22-Dec-23,10:30:00 AM,Serious,251021,669503,Unclassified,#NULL!,Argyll and West Dunbartonshire,West Dunbartonshire,
1391495,22-Dec-23,8:55:00 AM,Slight,274592,678068,A,#NULL!,Lanarkshire,North Lanarkshire,
1391499,29-Oct-23,1:30:00 AM,Serious,258556,665863,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1391523,22-Dec-23,6:15:00 PM,Slight,252061,663672,A,Unclass,Greater Glasgow,Glasgow City,
1391524,22-Dec-23,3:00:00 PM,Serious,357050,618495,A,Unclass,The Lothians and Scottish Borders,Scottish Borders,
1391530,22-Dec-23,6:42:00 PM,Slight,291033,679501,Unclassified,Unclass,Forth Valley,Falkirk,
1391534,21-Dec-23,7:35:00 AM,Serious,223082,708319,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1391550,22-Dec-23,2:30:00 PM,Serious,281332,662781,MOTORWAY,#NULL!,Lanarkshire,North Lanarkshire,
1391551,21-Dec-23,12:40:00 PM,Fatal,323199,668044,A,#NULL!,Edinburgh,City of Edinburgh,
1391556,22-Dec-23,5:05:00 PM,Serious,274339,657699,Unclassified,#NULL!,Lanarkshire,North Lanarkshire,
1391564,22-Dec-23,4:56:00 PM,Serious,272787,655650,A,#NULL!,Lanarkshire,South Lanarkshire,
1391588,23-Dec-23,12:30:00 AM,Slight,326059,673680,Unclassified,#NULL!,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1391590,22-Dec-23,7:15:00 PM,Slight,266729,845245,Unclassified,#NULL!,Highland and Islands,Highland,
1391683,23-Dec-23,9:55:00 AM,Slight,326179,676362,A,#NULL!,Edinburgh,City of Edinburgh,
1391696,23-Dec-23,10:30:00 AM,Slight,338888,674669,Unclassified,#NULL!,The Lothians and Scottish Borders,East Lothian,
1391748,22-Nov-23,7:19:00 AM,Slight,317417,699055,B,#NULL!,Tayside,Perth & Kinross,
1391755,23-Dec-23,1:50:00 PM,Slight,277639,699492,A,#NULL!,Forth Valley,Stirling,
1391767,23-Dec-23,2:05:00 PM,Serious,253736,660594,MOTORWAY,#NULL!,Greater Glasgow,Glasgow City,
1391769,18-Dec-23,4:30:00 PM,Serious,288318,856611,A,Unclass,Highland and Islands,Highland,
1391784,14-Oct-23,12:45:00 PM,Serious,364955,743572,A,#NULL!,Tayside,Angus,
1391789,23-Dec-23,2:36:00 PM,Serious,206464,768900,A,#NULL!,Highland and Islands,Highland,
1391849,09-Dec-23,12:00:00 PM,Slight,386347,784308,A,A,North East,Aberdeenshire,
1391855,23-Dec-23,7:10:00 PM,Serious,257564,667786,A,#NULL!,Greater Glasgow,Glasgow City,
1391866,23-Dec-23,6:30:00 PM,Slight,244778,639602,A,#NULL!,Ayrshire,East Ayrshire,
1391869,29-Nov-23,7:01:00 PM,Slight,259425,666360,MOTORWAY,#NULL!,Greater Glasgow,Glasgow City,
1391896,21-Dec-23,7:27:00 PM,Slight,327956,693750,B,B,Fife,Fife,
1391934,24-Dec-23,8:55:00 AM,Serious,313891,676899,MOTORWAY,#NULL!,Edinburgh,City of Edinburgh,
1391954,24-Dec-23,11:32:00 AM,Serious,322516,674595,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1391975,23-Dec-23,9:10:00 PM,Slight,237989,637547,A,#NULL!,Ayrshire,East Ayrshire,
1391980,22-Dec-23,7:40:00 PM,Serious,321789,865159,A,Unclass,North East,Moray,
1392007,14-Dec-23,4:50:00 PM,Serious,324730,1018095,B,#NULL!,Highland and Islands,Orkney Islands,
1392022,24-Dec-23,4:55:00 PM,Slight,268654,657604,Unclassified,Unclass,Lanarkshire,South Lanarkshire,
1392025,24-Dec-23,5:35:00 PM,Slight,319619,669950,B,Unclass,Edinburgh,City of Edinburgh,
1392035,24-Dec-23,4:00:00 PM,Serious,344278,731788,A,Unclass,Tayside,Dundee City,
1392073,23-Dec-23,10:00:00 AM,Slight,226450,677033,Unclassified,Unclass,Renfrewshire and Inverclyde,Inverclyde,
1392077,10-Jan-23,1:15:00 PM,Slight,241954,662689,B,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
1392103,25-Dec-23,12:30:00 PM,Slight,261116,663481,A,B,Greater Glasgow,Glasgow City,
1392111,25-Dec-23,4:00:00 PM,Slight,279813,561112,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1392113,25-Dec-23,3:15:00 PM,Slight,253019,668922,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1392118,25-Dec-23,4:10:00 PM,Fatal,433840,1152174,A,#NULL!,Highland and Islands,Shetland Islands,
1392121,25-Dec-23,5:11:00 PM,Serious,268164,669416,A,A,Lanarkshire,North Lanarkshire,
1392127,25-Dec-23,7:10:00 PM,Slight,223845,558784,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1392132,25-Dec-23,4:12:00 PM,Serious,268710,664796,MOTORWAY,#NULL!,Greater Glasgow,Glasgow City,
1392170,25-Dec-23,11:42:00 PM,Slight,347412,629469,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1392184,26-Dec-23,8:30:00 AM,Slight,321741,688742,B,#NULL!,Fife,Fife,
1392199,26-Dec-23,8:07:00 AM,Slight,289255,664447,MOTORWAY,#NULL!,Lanarkshire,North Lanarkshire,
1392222,22-Dec-23,10:30:00 PM,Slight,257615,665354,A,#NULL!,Greater Glasgow,Glasgow City,
1392247,25-Dec-23,5:55:00 PM,Serious,289447,822775,A,#NULL!,Highland and Islands,Highland,
1392248,23-Dec-23,10:50:00 AM,Serious,278885,898719,A,#NULL!,Highland and Islands,Highland,
1392252,23-Dec-23,2:21:00 AM,Slight,323383,675815,A,A,Edinburgh,City of Edinburgh,
1392261,20-Dec-23,5:00:00 PM,Slight,276762,656037,A,#NULL!,Lanarkshire,North Lanarkshire,
1392277,26-Dec-23,5:35:00 PM,Slight,362258,764488,A,Unclass,Tayside,Angus,
1392284,25-Dec-23,9:19:00 PM,Serious,320203,717127,A,#NULL!,Tayside,Perth & Kinross,
1392295,26-Dec-23,6:37:00 PM,Serious,372956,675339,Unclassified,Unclass,The Lothians and Scottish Borders,East Lothian,
1392317,22-Dec-23,10:55:00 AM,Slight,233850,620545,A,Unclass,Ayrshire,South Ayrshire,
1392355,26-Dec-23,1:28:00 PM,Serious,270959,846983,A,#NULL!,Highland and Islands,Highland,
1392398,26-Dec-23,11:17:00 AM,Slight,352651,733941,A,#NULL!,Tayside,Angus,
1392411,27-Dec-23,6:45:00 AM,Slight,323747,674667,Unclassified,B,Edinburgh,City of Edinburgh,
1392418,25-Dec-23,12:11:00 PM,Fatal,270904,663385,MOTORWAY,#NULL!,Lanarkshire,North Lanarkshire,
1392444,22-Dec-23,5:00:00 PM,Slight,324988,667162,A,#NULL!,Edinburgh,City of Edinburgh,
1392494,25-Dec-23,7:13:00 PM,Serious,260736,664714,Unclassified,A,Greater Glasgow,Glasgow City,
1392556,26-Dec-23,9:20:00 PM,Serious,283195,681746,MOTORWAY,Motorway,Forth Valley,Falkirk,
1392563,17-Dec-23,3:30:00 PM,Serious,243105,550503,B,Unclass,Dumfries and Galloway,Dumfries & Galloway,
1392566,27-Dec-23,9:30:00 PM,Slight,257962,671828,A,#NULL!,Greater Glasgow,Glasgow City,
1392596,23-Dec-23,6:48:00 PM,Serious,265203,674292,A,A,Greater Glasgow,East Dunbartonshire,
1392691,27-Dec-23,8:00:00 AM,Slight,337654,731888,A,A,Tayside,Dundee City,
1392765,28-Dec-23,12:20:00 PM,Slight,255842,667426,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1392827,23-Dec-23,6:45:00 PM,Slight,254888,664343,MOTORWAY,Unclass,Greater Glasgow,Glasgow City,
1392828,19-Dec-23,7:00:00 PM,Slight,339415,730162,Unclassified,#NULL!,Tayside,Dundee City,
1392841,27-Dec-23,7:38:00 AM,Slight,306967,604164,A(M),#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1392852,11-Dec-23,6:30:00 PM,Serious,334664,667968,Unclassified,#NULL!,The Lothians and Scottish Borders,Midlothian,
1392865,28-Dec-23,8:40:00 PM,Slight,327316,668819,A,#NULL!,Edinburgh,City of Edinburgh,
1392882,28-Dec-23,9:18:00 PM,Slight,304917,670300,MOTORWAY,#NULL!,The Lothians and Scottish Borders,West Lothian,
1392908,28-Dec-23,10:20:00 AM,Slight,241213,643593,A,#NULL!,Ayrshire,East Ayrshire,
1392917,28-Dec-23,12:52:00 PM,Slight,327926,691018,A,Unclass,Fife,Fife,
1393057,28-Dec-23,5:10:00 PM,Slight,328176,674159,A,A,Edinburgh,City of Edinburgh,
1393063,28-Dec-23,9:05:00 PM,Slight,313587,693326,MOTORWAY,#NULL!,Fife,Fife,
1393117,18-Aug-23,7:59:00 AM,Slight,253680,667298,A,Unclass,Greater Glasgow,Glasgow City,
1393134,08-Dec-23,8:25:00 AM,Slight,263074,659180,Unclassified,Unclass,Lanarkshire,South Lanarkshire,
1393137,26-Dec-23,9:00:00 AM,Slight,347725,657033,A,Unclass,The Lothians and Scottish Borders,Scottish Borders,
1393142,19-Dec-23,11:27:00 AM,Slight,264278,661067,A,A,Lanarkshire,South Lanarkshire,
1393145,29-Dec-23,6:00:00 PM,Slight,327352,675569,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1393154,29-Dec-23,4:25:00 PM,Serious,331379,671724,A,A,Edinburgh,City of Edinburgh,
1393155,29-Dec-23,10:41:00 AM,Fatal,179712,713440,Unclassified,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
