accident_reference,date_of_collision,time_of_collision,collision_severity,easting,northing,first_road_class,second_road_class,division,local_authority,cycle_involved
1378912,25-Nov-23,5:30:00 PM,Slight,325536,670981,Unclassified,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1378922,07-Nov-23,8:15:00 PM,Slight,244766,664182,A,A,Renfrewshire and Inverclyde,Renfrewshire,
1378926,22-Aug-22,6:04:00 AM,Slight,251897,666358,MOTORWAY,A,Renfrewshire and Inverclyde,Renfrewshire,
1378934,25-Nov-23,3:50:00 PM,Serious,328358,954666,B,#NULL!,Highland and Islands,Highland,
1378945,23-Nov-23,5:15:00 PM,Slight,390806,809255,A,#NULL!,North East,Aberdeen City,
1378957,19-Nov-23,7:00:00 AM,Serious,256093,664663,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1378966,25-Nov-23,10:35:00 PM,Slight,279980,660623,A,#NULL!,Lanarkshire,North Lanarkshire,
1378972,25-Nov-23,2:52:00 PM,Serious,320130,582324,B,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1379022,19-Sep-23,8:40:00 PM,Slight,393221,805886,A,Unclass,North East,Aberdeen City,
1379046,25-Nov-23,5:40:00 AM,Serious,272257,656968,Unclassified,#NULL!,Lanarkshire,South Lanarkshire,
1379149,26-Nov-23,5:20:00 PM,Serious,322775,671628,A,Unclass,Edinburgh,City of Edinburgh,
1379162,26-Nov-23,7:00:00 PM,Serious,259161,665471,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1379165,26-Nov-23,4:00:00 PM,Slight,279818,693703,Unclassified,Unclass,Forth Valley,Stirling,Involving at least 1 x Pedal Cycle
1379176,26-Nov-23,4:05:00 PM,Slight,279508,703486,A,#NULL!,Forth Valley,Stirling,
1379180,26-Nov-23,3:55:00 PM,Slight,331683,700855,A,Unclass,Fife,Fife,
1379213,13-Nov-23,9:39:00 PM,Slight,246610,560374,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1379216,26-Nov-23,6:05:00 PM,Serious,240996,622543,B,#NULL!,Ayrshire,South Ayrshire,
1379230,26-Nov-23,10:32:00 PM,Slight,254903,661223,B,#NULL!,Greater Glasgow,Glasgow City,
1379237,20-Nov-23,4:32:00 PM,Serious,389032,806655,Unclassified,A,North East,Aberdeen City,Involving at least 1 x Pedal Cycle
1379292,27-Nov-23,6:45:00 AM,Fatal,272303,660062,A,#NULL!,Lanarkshire,North Lanarkshire,
1379421,25-Nov-23,10:20:00 AM,Serious,261081,661709,A,#NULL!,Lanarkshire,South Lanarkshire,
1379431,26-Nov-23,12:30:00 PM,Slight,326093,674460,A,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1379479,27-Nov-23,8:30:00 AM,Slight,273590,663869,Unclassified,Unclass,Lanarkshire,North Lanarkshire,
1379492,26-Nov-23,6:35:00 PM,Slight,318809,674926,A,#NULL!,Edinburgh,City of Edinburgh,
1379512,27-Nov-23,9:32:00 AM,Slight,325895,671145,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1379606,17-Nov-23,10:10:00 PM,Slight,205926,560742,B,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1379623,27-Nov-23,3:15:00 PM,Serious,263038,665135,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1379637,27-Nov-23,3:30:00 PM,Slight,319217,659111,A,#NULL!,The Lothians and Scottish Borders,Midlothian,
1379642,27-Nov-23,6:00:00 PM,Serious,252008,664641,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1379666,27-Nov-23,6:02:00 PM,Serious,287043,750259,A,#NULL!,Tayside,Perth & Kinross,
1379673,27-Nov-23,9:27:00 PM,Slight,337037,730310,Unclassified,#NULL!,Tayside,Dundee City,
1379690,27-Nov-23,4:45:00 PM,Slight,264709,660421,Unclassified,Unclass,Lanarkshire,South Lanarkshire,
1379701,23-Nov-23,5:30:00 PM,Serious,339740,730218,Unclassified,Unclass,Tayside,Dundee City,
1379702,23-Nov-23,11:41:00 AM,Slight,263243,665437,A,Unclass,Greater Glasgow,Glasgow City,
1379704,25-Nov-23,4:00:00 PM,Slight,294875,575740,A,A,Dumfries and Galloway,Dumfries & Galloway,
1379706,18-Nov-23,6:15:00 AM,Slight,342985,732033,Unclassified,Unclass,Tayside,Dundee City,
1379730,24-Nov-23,2:45:00 PM,Slight,209764,721417,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1379891,18-Nov-23,9:50:00 PM,Slight,324984,566996,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1379920,10-Nov-23,9:14:00 PM,Slight,301543,577618,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1379923,27-Nov-23,10:20:00 AM,Serious,268228,656352,A,#NULL!,Lanarkshire,South Lanarkshire,
1379978,26-Nov-23,11:45:00 AM,Serious,302865,858665,B,Unclass,North East,Moray,
1380107,28-Nov-23,4:25:00 PM,Serious,277027,655400,Unclassified,#NULL!,Lanarkshire,North Lanarkshire,
1380137,28-Nov-23,2:30:00 PM,Slight,330476,671882,A,Unclass,Edinburgh,City of Edinburgh,
1380147,23-Nov-23,12:00:00 PM,Slight,254831,659491,B,#NULL!,Greater Glasgow,East Renfrewshire,
1380158,28-Nov-23,4:10:00 PM,Serious,170216,620275,B,Unclass,Argyll and West Dunbartonshire,Argyll & Bute,
1380159,26-Nov-23,6:08:00 PM,Serious,311074,964311,B,#NULL!,Highland and Islands,Highland,
1380170,28-Nov-23,6:10:00 AM,Slight,371581,645893,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1380261,28-Nov-23,11:14:00 AM,Serious,340485,730447,Unclassified,Unclass,Tayside,Dundee City,
1380286,24-Nov-23,6:15:00 PM,Fatal,234100,562900,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1380445,29-Nov-23,11:41:00 AM,Slight,289438,678626,Unclassified,Unclass,Forth Valley,Falkirk,
1380504,29-Nov-23,12:00:00 PM,Serious,251126,667300,A,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
1380505,29-Nov-23,1:00:00 PM,Serious,325777,658200,A,B,The Lothians and Scottish Borders,Midlothian,
1380534,29-Nov-23,2:20:00 PM,Slight,256497,660621,B,#NULL!,Greater Glasgow,Glasgow City,
1380555,29-Nov-23,2:59:00 PM,Serious,389130,801461,B,Unclass,North East,Aberdeenshire,
1380568,28-Nov-23,6:05:00 PM,Serious,249463,636278,Unclassified,#NULL!,Ayrshire,East Ayrshire,
1380613,29-Nov-23,5:32:00 PM,Serious,250026,672764,A,Unclass,Argyll and West Dunbartonshire,West Dunbartonshire,
1380618,29-Nov-23,4:00:00 PM,Slight,268366,656321,A,A,Lanarkshire,South Lanarkshire,
1380637,29-Nov-23,11:12:00 PM,Slight,289427,664507,MOTORWAY,#NULL!,Lanarkshire,North Lanarkshire,
1380711,29-Nov-23,1:25:00 PM,Slight,280470,695541,Unclassified,#NULL!,Forth Valley,Stirling,
1380717,29-Nov-23,1:00:00 PM,Slight,289534,583129,B,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1380772,29-Nov-23,7:50:00 PM,Serious,276948,649041,B,#NULL!,Lanarkshire,South Lanarkshire,
1380814,29-Nov-23,7:30:00 PM,Serious,276179,650116,Unclassified,Unclass,Lanarkshire,South Lanarkshire,
1380835,22-Nov-23,3:00:00 PM,Serious,234285,638064,Unclassified,Unclass,Ayrshire,North Ayrshire,
1380854,30-Nov-23,11:14:00 AM,Slight,250503,665261,Unclassified,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
1380871,30-Nov-23,11:45:00 AM,Slight,257999,667128,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1380874,24-Nov-23,2:55:00 PM,Slight,253136,665279,MOTORWAY,#NULL!,Greater Glasgow,Glasgow City,
1380925,25-Nov-23,4:30:00 PM,Slight,276118,659450,B,#NULL!,Lanarkshire,North Lanarkshire,
1380989,09-Sep-23,9:55:00 AM,Serious,234313,620869,Unclassified,#NULL!,Ayrshire,South Ayrshire,
1381014,30-Nov-23,3:37:00 PM,Serious,340194,730425,Unclassified,Unclass,Tayside,Dundee City,
1381017,29-Nov-23,5:25:00 PM,Serious,329986,567257,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1381031,30-Nov-23,3:37:00 PM,Serious,270852,654161,Unclassified,#NULL!,Lanarkshire,South Lanarkshire,
1381068,30-Nov-23,4:55:00 PM,Serious,258577,665154,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1381092,30-Nov-23,3:20:00 PM,Slight,235447,638068,Unclassified,Unclass,Ayrshire,North Ayrshire,
1381178,27-Nov-23,4:50:00 PM,Serious,342009,737861,A,Unclass,Tayside,Angus,
1381206,30-Nov-23,8:15:00 AM,Slight,292079,679108,A,A,Forth Valley,Falkirk,
1381259,01-Dec-23,9:30:00 AM,Slight,290357,682899,MOTORWAY,#NULL!,Forth Valley,Falkirk,
1381302,01-Dec-23,10:50:00 AM,Serious,324166,694354,A,#NULL!,Fife,Fife,
1381375,01-Dec-23,9:04:00 AM,Serious,291560,680850,MOTORWAY,#NULL!,Forth Valley,Falkirk,
1381380,01-Dec-23,11:30:00 AM,Serious,242800,663107,Unclassified,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
1381401,01-Dec-23,12:50:00 PM,Serious,232133,637956,A,A,Ayrshire,North Ayrshire,
1381420,29-Nov-23,4:00:00 PM,Slight,250932,659345,B,#NULL!,Greater Glasgow,East Renfrewshire,
1381438,01-Dec-23,9:10:00 AM,Slight,261106,654364,B,#NULL!,Lanarkshire,South Lanarkshire,Involving at least 1 x Pedal Cycle
1381451,28-Sep-23,11:02:00 PM,Slight,133671,662537,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1381463,01-Dec-23,3:15:00 PM,Slight,256354,637485,A,Unclass,Ayrshire,East Ayrshire,
1381484,01-Dec-23,4:50:00 PM,Slight,353175,634610,B,Unclass,The Lothians and Scottish Borders,Scottish Borders,
1381531,01-Dec-23,6:25:00 PM,Serious,330302,711575,Unclassified,A,Fife,Fife,
1381539,27-Nov-23,2:50:00 PM,Serious,286566,680171,Unclassified,#NULL!,Forth Valley,Falkirk,
1381586,02-Dec-23,12:30:00 AM,Serious,316951,576221,A(M),#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1381612,01-Dec-23,11:27:00 AM,Slight,332399,941232,A,Unclass,Highland and Islands,Highland,
1381636,28-Nov-23,4:00:00 PM,Slight,307508,672114,Unclassified,A,The Lothians and Scottish Borders,West Lothian,
1381701,02-Dec-23,11:13:00 AM,Fatal,260230,664251,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1381741,24-Nov-23,6:30:00 PM,Serious,276560,701559,A,#NULL!,Forth Valley,Stirling,
1381747,01-Dec-23,12:55:00 PM,Slight,257977,666007,Unclassified,A,Greater Glasgow,Glasgow City,
1381794,02-Dec-23,4:30:00 PM,Slight,326286,674500,B,Unclass,Edinburgh,City of Edinburgh,
1381844,02-Dec-23,2:10:00 PM,Serious,247620,856568,A,#NULL!,Highland and Islands,Highland,
1381907,03-Dec-23,1:36:00 AM,Slight,267866,657462,Unclassified,#NULL!,Lanarkshire,South Lanarkshire,
1381953,03-Dec-23,9:50:00 AM,Fatal,327638,959821,B,B,Highland and Islands,Highland,
1381975,30-Nov-23,2:30:00 PM,Slight,335410,732313,Unclassified,Unclass,Tayside,Dundee City,
1382022,01-Dec-23,2:30:00 PM,Slight,391608,667434,B,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1382028,02-Dec-23,1:52:00 PM,Serious,370707,863904,Unclassified,#NULL!,North East,Aberdeenshire,
1382088,03-Dec-23,2:50:00 PM,Slight,256289,661837,B,#NULL!,Greater Glasgow,Glasgow City,
1382111,03-Dec-23,8:55:00 PM,Serious,287277,680122,B,#NULL!,Forth Valley,Falkirk,
1382123,03-Dec-23,11:20:00 PM,Serious,263591,660807,A,#NULL!,Lanarkshire,South Lanarkshire,
1382286,04-Dec-23,9:45:00 AM,Slight,271103,658135,B,#NULL!,Lanarkshire,South Lanarkshire,
1382322,22-Nov-23,9:00:00 AM,Slight,370234,849938,B,#NULL!,North East,Aberdeenshire,
1382448,04-Dec-23,1:38:00 PM,Slight,259849,663878,A,A,Greater Glasgow,Glasgow City,
1382551,04-Dec-23,5:00:00 PM,Slight,296379,665594,MOTORWAY,Motorway,The Lothians and Scottish Borders,West Lothian,
1382577,04-Dec-23,4:50:00 PM,Slight,257089,662432,Unclassified,B,Greater Glasgow,Glasgow City,
1382581,01-Dec-23,5:20:00 PM,Slight,240134,676821,A,Unclass,Argyll and West Dunbartonshire,West Dunbartonshire,
1382583,04-Dec-23,5:20:00 PM,Slight,344167,705018,A,#NULL!,Fife,Fife,
1382587,04-Dec-23,7:00:00 PM,Serious,289329,694022,A,Unclass,Forth Valley,Clackmannanshire,
1382591,25-Nov-23,4:30:00 PM,Slight,325951,673786,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1382598,04-Dec-23,9:45:00 PM,Serious,254980,667169,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1382693,05-Dec-23,7:00:00 AM,Slight,308444,684071,A,B,Fife,Fife,
1382695,05-Dec-23,7:55:00 AM,Slight,385294,801242,A,#NULL!,North East,Aberdeen City,
1382697,05-Dec-23,7:00:00 AM,Slight,308444,684071,A,B,Fife,Fife,
1382857,05-Dec-23,7:59:00 AM,Slight,306635,666472,A,#NULL!,The Lothians and Scottish Borders,West Lothian,
1382860,05-Dec-23,11:42:00 AM,Slight,311385,722234,Unclassified,Unclass,Tayside,Perth & Kinross,
1382898,05-Dec-23,10:15:00 AM,Serious,247575,657006,Unclassified,Unclass,Greater Glasgow,East Renfrewshire,
1382926,01-Dec-23,4:20:00 PM,Slight,277165,664907,A,Unclass,Lanarkshire,North Lanarkshire,
1382938,05-Dec-23,10:25:00 AM,Serious,351766,806244,B,#NULL!,North East,Aberdeenshire,
1382973,05-Dec-23,2:40:00 PM,Slight,253215,663630,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1382990,05-Dec-23,2:40:00 PM,Serious,254837,669259,A,A,Greater Glasgow,Glasgow City,
1383012,05-Dec-23,2:20:00 PM,Slight,250562,667574,A,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
1383060,05-Dec-23,5:15:00 PM,Slight,442528,1148831,A,#NULL!,Highland and Islands,Shetland Islands,
1383061,05-Dec-23,4:23:00 PM,Serious,446398,1142811,A,#NULL!,Highland and Islands,Shetland Islands,
1383067,05-Dec-23,9:00:00 PM,Slight,257940,665910,A,Unclass,Greater Glasgow,Glasgow City,
1383072,05-Dec-23,2:30:00 PM,Serious,253599,665037,A,#NULL!,Greater Glasgow,Glasgow City,
1383075,29-Nov-23,2:35:00 PM,Slight,276310,666002,A,Unclass,Lanarkshire,North Lanarkshire,
1383088,05-Dec-23,7:00:00 PM,Serious,325098,641353,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1383091,05-Dec-23,7:55:00 PM,Serious,272327,672251,MOTORWAY,#NULL!,Lanarkshire,North Lanarkshire,
1383105,05-Dec-23,10:51:00 PM,Slight,330492,671754,A,A,Edinburgh,City of Edinburgh,
1383123,05-Dec-23,11:10:00 PM,Slight,258384,665559,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1383137,05-Dec-23,10:00:00 AM,Serious,265383,845463,Unclassified,#NULL!,Highland and Islands,Highland,Involving at least 1 x Pedal Cycle
1383143,05-Dec-23,6:45:00 AM,Serious,120603,942584,A,Unclass,Highland and Islands,Eilean Siar,
1383230,29-Nov-23,11:00:00 AM,Slight,289060,693103,A,Unclass,Forth Valley,Clackmannanshire,
1383295,06-Dec-23,9:49:00 AM,Slight,339218,742689,A,#NULL!,Tayside,Angus,
1383512,05-Dec-23,2:40:00 PM,Serious,257784,668330,B,Unclass,Greater Glasgow,Glasgow City,
1383523,05-Dec-23,5:47:00 PM,Slight,310202,863824,B,Unclass,North East,Moray,
1383545,06-Dec-23,3:30:00 PM,Slight,438870,1152158,A,#NULL!,Highland and Islands,Shetland Islands,
1383597,06-Dec-23,3:25:00 PM,Slight,293709,660613,Unclassified,#NULL!,The Lothians and Scottish Borders,West Lothian,
1383600,06-Dec-23,4:20:00 PM,Slight,264056,660613,A,A,Lanarkshire,South Lanarkshire,
1383602,06-Dec-23,3:05:00 PM,Serious,235054,624302,Unclassified,Unclass,Ayrshire,South Ayrshire,
1383604,06-Dec-23,8:19:00 PM,Serious,319653,671860,B,Unclass,Edinburgh,City of Edinburgh,
1383606,06-Dec-23,3:45:00 PM,Slight,339639,730614,A,#NULL!,Tayside,Dundee City,
1383609,01-Dec-23,8:20:00 AM,Slight,269994,664558,A,A,Lanarkshire,North Lanarkshire,
1383615,06-Dec-23,8:00:00 PM,Serious,258558,665878,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1383622,01-Dec-23,12:10:00 PM,Slight,257849,667599,A,#NULL!,Greater Glasgow,Glasgow City,
1383625,05-Dec-23,3:00:00 PM,Serious,311186,723792,Unclassified,Unclass,Tayside,Perth & Kinross,Involving at least 1 x Pedal Cycle
1383634,05-Dec-23,2:19:00 PM,Serious,275172,674177,Unclassified,Unclass,Lanarkshire,North Lanarkshire,
1383643,06-Dec-23,10:00:00 AM,Serious,320590,669062,A,A,Edinburgh,City of Edinburgh,
1383794,01-Dec-23,1:00:00 PM,Slight,322831,672221,Unclassified,A,Edinburgh,City of Edinburgh,
1383845,07-Dec-23,8:10:00 AM,Fatal,280788,641612,B,#NULL!,Lanarkshire,South Lanarkshire,
1383907,06-Dec-23,8:20:00 AM,Serious,329895,664391,Unclassified,#NULL!,The Lothians and Scottish Borders,Midlothian,
1383945,20-Nov-23,5:20:00 PM,Fatal,390708,806909,Unclassified,#NULL!,North East,Aberdeen City,
1384091,07-Dec-23,4:05:00 PM,Slight,231386,562211,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1384098,07-Dec-23,6:45:00 PM,Serious,310688,724927,A,Unclass,Tayside,Perth & Kinross,
1384103,02-Dec-23,7:45:00 PM,Slight,329914,665037,Unclassified,#NULL!,The Lothians and Scottish Borders,Midlothian,
1384106,07-Dec-23,6:00:00 PM,Slight,257260,659966,Unclassified,Unclass,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
1384115,07-Dec-23,3:15:00 PM,Serious,274554,664919,Unclassified,Unclass,Lanarkshire,North Lanarkshire,
1384117,07-Dec-23,3:56:00 PM,Slight,243145,664401,Unclassified,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
1384156,04-Dec-23,1:17:00 PM,Serious,322286,660136,Unclassified,#NULL!,The Lothians and Scottish Borders,Midlothian,
1384185,07-Dec-23,10:30:00 AM,Serious,333236,667161,Unclassified,A,The Lothians and Scottish Borders,Midlothian,
1384218,06-Dec-23,3:20:00 PM,Slight,329026,693353,Unclassified,Unclass,Fife,Fife,
1384246,07-Dec-23,10:15:00 AM,Slight,321401,671792,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1384269,30-Nov-23,12:30:00 PM,Slight,323972,672980,A,Unclass,Edinburgh,City of Edinburgh,
1384414,08-Dec-23,8:45:00 AM,Slight,260846,654952,A,#NULL!,Lanarkshire,South Lanarkshire,
1384421,07-Dec-23,8:10:00 PM,Serious,277810,698519,MOTORWAY,#NULL!,Forth Valley,Stirling,
1384453,08-Dec-23,2:30:00 PM,Slight,259468,664124,A,#NULL!,Greater Glasgow,Glasgow City,
1384455,08-Dec-23,7:33:00 AM,Slight,322807,671655,A,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1384484,08-Dec-23,4:50:00 PM,Serious,250505,853029,A,#NULL!,Highland and Islands,Highland,
1384502,08-Dec-23,5:30:00 PM,Serious,271740,677252,B,#NULL!,Lanarkshire,North Lanarkshire,
1384513,07-Dec-23,5:11:00 PM,Serious,256157,666563,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1384514,08-Dec-23,10:50:00 AM,Fatal,186828,669996,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1384522,08-Dec-23,7:46:00 PM,Serious,350007,634040,A,Unclass,The Lothians and Scottish Borders,Scottish Borders,
1384528,08-Dec-23,8:00:00 PM,Slight,266147,656382,A,#NULL!,Lanarkshire,South Lanarkshire,
1384531,08-Dec-23,2:11:00 PM,Slight,273780,673641,MOTORWAY,#NULL!,Lanarkshire,North Lanarkshire,
1384543,07-Dec-23,7:20:00 PM,Slight,268638,669582,A,#NULL!,Lanarkshire,North Lanarkshire,
1384576,25-Nov-23,9:35:00 AM,Slight,255094,855552,A,B,Highland and Islands,Highland,
1384660,04-Dec-23,5:15:00 PM,Slight,259195,661263,A,Unclass,Greater Glasgow,Glasgow City,
1384709,08-Dec-23,9:00:00 PM,Slight,340344,730008,A,Unclass,Tayside,Dundee City,
1384744,04-Dec-23,3:10:00 PM,Slight,274846,663640,Unclassified,Unclass,Lanarkshire,North Lanarkshire,
1384775,01-Dec-23,11:03:00 PM,Slight,167398,810394,A,#NULL!,Highland and Islands,Highland,
1384861,09-Dec-23,5:02:00 PM,Slight,391458,804043,A,Unclass,North East,Aberdeen City,
1384899,11-Nov-23,11:00:00 PM,Slight,180842,832614,Unclassified,Unclass,Highland and Islands,Highland,
1385043,09-Dec-23,4:59:00 PM,Serious,304514,669337,Unclassified,#NULL!,The Lothians and Scottish Borders,West Lothian,
1385052,09-Dec-23,8:00:00 PM,Serious,322108,861698,Unclassified,Unclass,North East,Moray,
1385319,08-Dec-23,10:05:00 PM,Serious,318703,693540,B,C,Fife,Fife,
1385323,17-Nov-23,5:52:00 PM,Serious,257149,659846,Unclassified,Unclass,Greater Glasgow,East Renfrewshire,Involving at least 1 x Pedal Cycle
1385554,10-Dec-23,12:00:00 PM,Slight,279563,691238,A,Unclass,Forth Valley,Stirling,Involving at least 1 x Pedal Cycle
1385625,08-Dec-23,10:40:00 AM,Serious,390397,793359,A,#NULL!,North East,Aberdeenshire,
1385719,10-Dec-23,1:20:00 PM,Slight,222856,727214,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1385828,09-Dec-23,2:24:00 PM,Slight,338817,673058,A,#NULL!,The Lothians and Scottish Borders,East Lothian,
1386330,25-Nov-23,12:53:00 PM,Slight,290461,576554,Unclassified,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1386544,11-Dec-23,9:10:00 AM,Slight,247106,662114,B,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
1386567,11-Dec-23,8:55:00 AM,Serious,394065,807068,Unclassified,Unclass,North East,Aberdeen City,
1386637,11-Dec-23,10:05:00 AM,Slight,216329,680105,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1386671,11-Dec-23,9:22:00 AM,Serious,242192,662809,Unclassified,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
1386711,11-Dec-23,9:30:00 AM,Slight,310187,592109,A(M),#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1386774,11-Dec-23,11:53:00 AM,Slight,239325,681803,A,Unclass,Argyll and West Dunbartonshire,West Dunbartonshire,
1386800,21-Jul-23,1:56:00 PM,Slight,323045,675762,A,#NULL!,Edinburgh,City of Edinburgh,
1386807,11-Dec-23,12:15:00 PM,Slight,317514,672532,A,A,Edinburgh,City of Edinburgh,
1386903,11-Dec-23,11:57:00 AM,Slight,253372,663960,A,#NULL!,Greater Glasgow,Glasgow City,
1386967,11-Dec-23,5:30:00 PM,Slight,258019,665560,MOTORWAY,Motorway,Greater Glasgow,Glasgow City,
1386976,11-Dec-23,7:00:00 PM,Slight,259089,667852,A,#NULL!,Greater Glasgow,Glasgow City,
1386977,11-Dec-23,5:30:00 PM,Serious,238254,680972,A,#NULL!,Argyll and West Dunbartonshire,West Dunbartonshire,
1387012,12-Dec-23,12:01:00 AM,Serious,319841,692920,A,#NULL!,Fife,Fife,
1387039,11-Dec-23,7:40:00 AM,Serious,365648,623224,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1387089,17-Oct-23,12:15:00 PM,Slight,393050,807677,Unclassified,Unclass,North East,Aberdeen City,
1387118,12-Dec-23,9:15:00 AM,Slight,273923,673747,Unclassified,#NULL!,Lanarkshire,North Lanarkshire,
1387127,12-Dec-23,8:30:00 AM,Slight,328026,669983,A,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1387131,06-Dec-23,8:35:00 AM,Slight,321033,671018,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1387151,12-Dec-23,6:51:00 AM,Serious,260431,665900,A,#NULL!,Greater Glasgow,Glasgow City,
1387171,12-Dec-23,8:45:00 AM,Slight,263021,665449,A,Unclass,Greater Glasgow,Glasgow City,
1387258,12-Dec-23,8:53:00 AM,Slight,257830,666316,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1387259,12-Dec-23,11:00:00 AM,Slight,244822,670119,MOTORWAY,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
1387278,18-Nov-23,3:15:00 AM,Slight,258877,665624,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1387282,12-Dec-23,12:30:00 PM,Slight,259129,664799,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1387287,12-Dec-23,7:50:00 AM,Slight,264531,654510,Unclassified,Unclass,Lanarkshire,South Lanarkshire,
1387302,12-Dec-23,12:42:00 PM,Slight,253020,608903,B,#NULL!,Ayrshire,East Ayrshire,
1387328,12-Dec-23,12:58:00 PM,Slight,233791,638167,B,B,Ayrshire,North Ayrshire,
1387343,12-Dec-23,2:50:00 PM,Slight,306557,667688,Unclassified,Unclass,The Lothians and Scottish Borders,West Lothian,
1387429,12-Dec-23,7:00:00 PM,Serious,313425,692492,MOTORWAY,#NULL!,Fife,Fife,
1387435,12-Dec-23,6:40:00 PM,Serious,233988,622321,A,A,Ayrshire,South Ayrshire,
1387436,12-Dec-23,7:05:00 PM,Slight,251876,659629,B,Unclass,Greater Glasgow,Glasgow City,
1387439,11-Dec-23,1:04:00 PM,Serious,324711,594790,C,#NULL!,Dumfries and Galloway,Dumfries & Galloway,Involving at least 1 x Pedal Cycle
1387444,12-Dec-23,5:05:00 PM,Slight,325643,692897,Unclassified,Unclass,Fife,Fife,
1387450,12-Dec-23,8:24:00 PM,Slight,241944,645842,A,B,Ayrshire,East Ayrshire,
1387455,12-Dec-23,9:35:00 PM,Slight,325438,673659,Unclassified,#NULL!,Edinburgh,City of Edinburgh,
1387465,12-Dec-23,7:45:00 PM,Slight,261146,666453,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1387474,12-Dec-23,10:18:00 PM,Serious,261753,654507,A,#NULL!,Lanarkshire,South Lanarkshire,
1387491,02-Dec-23,1:20:00 PM,Slight,321474,863675,A,#NULL!,North East,Moray,
1387622,01-Dec-23,4:50:00 PM,Slight,318840,674917,A,#NULL!,Edinburgh,City of Edinburgh,
1387628,11-Dec-23,6:30:00 PM,Slight,253319,664753,MOTORWAY,A,Greater Glasgow,Glasgow City,
1387680,12-Dec-23,11:50:00 AM,Serious,393999,805966,A,B,North East,Aberdeen City,
1387691,13-Dec-23,10:50:00 AM,Serious,254697,667721,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1387751,12-Dec-23,4:10:00 PM,Slight,242895,662474,Unclassified,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
1387779,13-Dec-23,12:15:00 PM,Slight,235818,669889,A,B,Renfrewshire and Inverclyde,Inverclyde,Involving at least 1 x Pedal Cycle
1387858,11-Dec-23,6:45:00 AM,Serious,216041,904249,A,#NULL!,Highland and Islands,Highland,
1387874,12-Dec-23,9:40:00 AM,Slight,379921,860887,Unclassified,#NULL!,North East,Aberdeenshire,
